,Album,Song Name,Lyrics,clean_lyrics,tokenized_lyrics,lemmatized_lyrics
0,Taylor Swift,  A Perfectly Good Heart,why would you wanna break a perfectly good heart why would you wanna take our love and tear it all apart now why would you wanna make the very first scar why would you wanna break a perfectly good heart  maybe i shouldve seen the signs shouldve read the writing on the wall and realized by the distance in your eyes that i would be the one to fall  no matter what you say i still cant believe that you would walk away it dont make sense to me but  why would you wanna break a perfectly good heart why would you wanna take our love and tear it all apart now why would you wanna make the very first scar why would you wanna break a perfectly good heart  its not unbroken anymore its not unbroken anymore how do i get it back the way it was before  why would you wanna break a perfectly good heart why would you wanna take our love and tear it all apart now why would you wanna make the very first scar why would you wanna break— why would you wanna break it  why would you wanna break a perfectly good heart why would you wanna take our love and tear it all apart now why would you wanna make the very first scar why would you wanna break a perfectly good heart  mmm hmm,"why, would, you, want to, break, a, perfectly, good, heart, why, would, you, want to, take, our, love, and, tear, it, all, apart, now, why, would, you, want to, make, the, very, first, scar, why, would, you, want to, break, a, perfectly, good, heart, maybe, i, should have, seen, the, signs, should have, read, the, writing, on, the, wall, and, realized, by, the, distance, in, your, eyes, that, i, would, be, the, one, to, fall, no, matter, what, you, say, i, still, cannot, believe, that, you, would, walk, away, it, do not, make, sense, to, me, but, why, would, you, want to, break, a, perfectly, good, heart, why, would, you, want to, take, our, love, and, tear, it, all, apart, now, why, would, you, want to, make, the, very, first, scar, why, would, you, want to, break, a, perfectly, good, heart, its, not, unbroken, anymore, its, not, unbroken, anymore, how, do, i, get, it, back, the, way, it, was, before, why, would, you, want to, break, a, perfectly, good, heart, why, would, you, want to, take, our, love, and, tear, it, all, apart, now, why, would, you, want to, make, the, very, first, scar, why, would, you, want to, break, why, would, you, want to, break, it, why, would, you, want to, break, a, perfectly, good, heart, why, would, you, want to, take, our, love, and, tear, it, all, apart, now, why, would, you, want to, make, the, very, first, scar, why, would, you, want to, break, a, perfectly, good, heart, mmm, hmm","['would', 'want', 'break', 'perfectly', 'good', 'heart', 'would', 'want', 'take', 'love', 'tear', 'apart', 'would', 'want', 'make', 'first', 'scar', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'maybe', 'seen', 'signs', 'read', 'writing', 'wall', 'realized', 'distance', 'eyes', 'would', 'one', 'fall', 'matter', 'say', 'still', 'believe', 'would', 'walk', 'away', 'make', 'sense', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'would', 'want', 'take', 'love', 'tear', 'apart', 'would', 'want', 'make', 'first', 'scar', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'unbroken', 'anymore', 'unbroken', 'anymore', 'get', 'back', 'way', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'would', 'want', 'take', 'love', 'tear', 'apart', 'would', 'want', 'make', 'first', 'scar', 'would', 'want', 'break', 'would', 'want', 'break', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'would', 'want', 'take', 'love', 'tear', 'apart', 'would', 'want', 'make', 'first', 'scar', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'mmm', 'hmm']","['would', 'want', 'break', 'perfectly', 'good', 'heart', 'would', 'want', 'take', 'love', 'tear', 'apart', 'would', 'want', 'make', 'first', 'scar', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'maybe', 'seen', 'sign', 'read', 'writing', 'wall', 'realized', 'distance', 'eye', 'would', 'one', 'fall', 'matter', 'say', 'still', 'believe', 'would', 'walk', 'away', 'make', 'sense', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'would', 'want', 'take', 'love', 'tear', 'apart', 'would', 'want', 'make', 'first', 'scar', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'unbroken', 'anymore', 'unbroken', 'anymore', 'get', 'back', 'way', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'would', 'want', 'take', 'love', 'tear', 'apart', 'would', 'want', 'make', 'first', 'scar', 'would', 'want', 'break', 'would', 'want', 'break', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'would', 'want', 'take', 'love', 'tear', 'apart', 'would', 'want', 'make', 'first', 'scar', 'would', 'want', 'break', 'perfectly', 'good', 'heart', 'mmm', 'hmm']"
1,Taylor Swift,  A Place In This World,i dont know what i want so dont ask me cause im still trying to figure it out dont know whats down this road im just walking trying to see through the rain coming down even though im not the only one who feels the way i do  im alone on my own and thats all i know ill be strong ill be wrong oh but life goes on oh im just a girl trying to find a place in this world  got the radio on my old blue jeans and im wearing my heart on my sleeve feeling lucky today got the sunshine could you tell me what more do i need and tomorrows just a mystery oh yeah but thats okay  im alone on my own and thats all i know ill be strong ill be wrong oh but life goes on oh im just a girl trying to find a place in this world  maybe im just a girl on a mission but im ready to fly  im alone on my own and thats all i know ill be strong ill be wrong oh but life goes on oh im alone on my own and thats all i know oh im just a girl trying to find a place in this world  oh im just a girl oh im just a girl oh oh oh im just a girl,"i, do not, know, what, i, want, so, do not, ask, me, because, i am, still, trying, to, figure, it, out, do not, know, what is, down, this, road, i am, just, walking, trying, to, see, through, the, rain, coming, down, even, though, i am, not, the, only, one, who, feels, the, way, i, do, i am, alone, on, my, own, and, that is, all, i, know, ill, be, strong, ill, be, wrong, oh, but, life, goes, on, oh, i am, just, a, girl, trying, to, find, a, place, in, this, world, got, the, radio, on, my, old, blue, jeans, and, i am, wearing, my, heart, on, my, sleeve, feeling, lucky, today, got, the, sunshine, could, you, tell, me, what, more, do, i, need, and, tomorrows, just, a, mystery, oh, yeah, but, that is, okay, i am, alone, on, my, own, and, that is, all, i, know, ill, be, strong, ill, be, wrong, oh, but, life, goes, on, oh, i am, just, a, girl, trying, to, find, a, place, in, this, world, maybe, i am, just, a, girl, on, a, mission, but, i am, ready, to, fly, i am, alone, on, my, own, and, that is, all, i, know, ill, be, strong, ill, be, wrong, oh, but, life, goes, on, oh, i am, alone, on, my, own, and, that is, all, i, know, oh, i am, just, a, girl, trying, to, find, a, place, in, this, world, oh, i am, just, a, girl, oh, i am, just, a, girl, oh, oh, oh, i am, just, a, girl","['know', 'want', 'ask', 'still', 'trying', 'figure', 'know', 'road', 'walking', 'trying', 'see', 'rain', 'coming', 'even', 'though', 'one', 'feels', 'way', 'alone', 'know', 'ill', 'strong', 'ill', 'wrong', 'life', 'goes', 'girl', 'trying', 'find', 'place', 'world', 'got', 'radio', 'old', 'blue', 'jeans', 'wearing', 'heart', 'sleeve', 'feeling', 'lucky', 'today', 'got', 'sunshine', 'could', 'tell', 'need', 'tomorrows', 'mystery', 'yeah', 'okay', 'alone', 'know', 'ill', 'strong', 'ill', 'wrong', 'life', 'goes', 'girl', 'trying', 'find', 'place', 'world', 'maybe', 'girl', 'mission', 'ready', 'fly', 'alone', 'know', 'ill', 'strong', 'ill', 'wrong', 'life', 'goes', 'alone', 'know', 'girl', 'trying', 'find', 'place', 'world', 'girl', 'girl', 'girl']","['know', 'want', 'ask', 'still', 'trying', 'figure', 'know', 'road', 'walking', 'trying', 'see', 'rain', 'coming', 'even', 'though', 'one', 'feel', 'way', 'alone', 'know', 'ill', 'strong', 'ill', 'wrong', 'life', 'go', 'girl', 'trying', 'find', 'place', 'world', 'got', 'radio', 'old', 'blue', 'jean', 'wearing', 'heart', 'sleeve', 'feeling', 'lucky', 'today', 'got', 'sunshine', 'could', 'tell', 'need', 'tomorrow', 'mystery', 'yeah', 'okay', 'alone', 'know', 'ill', 'strong', 'ill', 'wrong', 'life', 'go', 'girl', 'trying', 'find', 'place', 'world', 'maybe', 'girl', 'mission', 'ready', 'fly', 'alone', 'know', 'ill', 'strong', 'ill', 'wrong', 'life', 'go', 'alone', 'know', 'girl', 'trying', 'find', 'place', 'world', 'girl', 'girl', 'girl']"
2,Taylor Swift,  Cold as You,you have a way of coming easily to me and when you take you take the very best of me so i start a fight cause i need to feel something and you do what you want cause im not what you wanted  oh what a shame what a rainy ending given to a perfect day just walk away aint no use defending words that you will never say and now that im sitting here thinking it through ive never been anywhere cold as you  you put up walls and paint them all a shade of gray and i stood there loving you and wished them all away and you come away with a great little story of a mess of a dreamer with the nerve to adore you  oh what a shame what a rainy ending given to a perfect day so just walk away aint no use defending words that you will never say and now that im sitting here thinking it through ive never been anywhere cold as you  you never did give a damn thing honey but i cried cried for you and i know you wouldnt have told nobody if i died died for you died for you  oh what a shame what a rainy ending given to a perfect day oh every smile you fake is so condescending counting all the scars you made and now that im sitting here thinking it through ive never been anywhere cold as you ooh oh,"you, have, a, way, of, coming, easily, to, me, and, when, you, take, you, take, the, very, best, of, me, so, i, start, a, fight, because, i, need, to, feel, something, and, you, do, what, you, want, because, i am, not, what, you, wanted, oh, what, a, shame, what, a, rainy, ending, given, to, a, perfect, day, just, walk, away, are not, no, use, defending, words, that, you, will, never, say, and, now, that, i am, sitting, here, thinking, it, through, i have, never, been, anywhere, cold, as, you, you, put, up, walls, and, paint, them, all, a, shade, of, gray, and, i, stood, there, loving, you, and, wished, them, all, away, and, you, come, away, with, a, great, little, story, of, a, mess, of, a, dreamer, with, the, nerve, to, adore, you, oh, what, a, shame, what, a, rainy, ending, given, to, a, perfect, day, so, just, walk, away, are not, no, use, defending, words, that, you, will, never, say, and, now, that, i am, sitting, here, thinking, it, through, i have, never, been, anywhere, cold, as, you, you, never, did, give, a, damn, thing, honey, but, i, cried, cried, for, you, and, i, know, you, would not, have, told, nobody, if, i, died, died, for, you, died, for, you, oh, what, a, shame, what, a, rainy, ending, given, to, a, perfect, day, oh, every, smile, you, fake, is, so, condescending, counting, all, the, scars, you, made, and, now, that, i am, sitting, here, thinking, it, through, i have, never, been, anywhere, cold, as, you, ooh, oh","['way', 'coming', 'easily', 'take', 'take', 'best', 'start', 'fight', 'need', 'feel', 'something', 'want', 'wanted', 'shame', 'rainy', 'ending', 'given', 'perfect', 'day', 'walk', 'away', 'use', 'defending', 'words', 'never', 'say', 'sitting', 'thinking', 'never', 'anywhere', 'cold', 'put', 'walls', 'paint', 'shade', 'gray', 'stood', 'loving', 'wished', 'away', 'come', 'away', 'great', 'little', 'story', 'mess', 'dreamer', 'nerve', 'adore', 'shame', 'rainy', 'ending', 'given', 'perfect', 'day', 'walk', 'away', 'use', 'defending', 'words', 'never', 'say', 'sitting', 'thinking', 'never', 'anywhere', 'cold', 'never', 'give', 'damn', 'thing', 'honey', 'cried', 'cried', 'know', 'would', 'told', 'nobody', 'died', 'died', 'died', 'shame', 'rainy', 'ending', 'given', 'perfect', 'day', 'every', 'smile', 'fake', 'condescending', 'counting', 'scars', 'made', 'sitting', 'thinking', 'never', 'anywhere', 'cold', 'ooh']","['way', 'coming', 'easily', 'take', 'take', 'best', 'start', 'fight', 'need', 'feel', 'something', 'want', 'wanted', 'shame', 'rainy', 'ending', 'given', 'perfect', 'day', 'walk', 'away', 'use', 'defending', 'word', 'never', 'say', 'sitting', 'thinking', 'never', 'anywhere', 'cold', 'put', 'wall', 'paint', 'shade', 'gray', 'stood', 'loving', 'wished', 'away', 'come', 'away', 'great', 'little', 'story', 'mess', 'dreamer', 'nerve', 'adore', 'shame', 'rainy', 'ending', 'given', 'perfect', 'day', 'walk', 'away', 'use', 'defending', 'word', 'never', 'say', 'sitting', 'thinking', 'never', 'anywhere', 'cold', 'never', 'give', 'damn', 'thing', 'honey', 'cried', 'cried', 'know', 'would', 'told', 'nobody', 'died', 'died', 'died', 'shame', 'rainy', 'ending', 'given', 'perfect', 'day', 'every', 'smile', 'fake', 'condescending', 'counting', 'scar', 'made', 'sitting', 'thinking', 'never', 'anywhere', 'cold', 'ooh']"
3,Taylor Swift,  I'm Only Me When I'm With You,friday night beneath the stars in a field behind your yard you and i are painting pictures in the sky and sometimes we dont say a thing just listen to the crickets sing everything i need is right here by my side  and i know everything about you i dont wanna live without you  im only up when youre not down dont wanna fly if youre still on the ground its like no matter what i do well you drive me crazy half the time the other half im only tryin to let you know that what i feel is true and im only me when im with you  just a small town boy and girl livin in a crazy world tryna figure out what is and isnt true and i dont try to hide my tears my secrets or my deepest fears through it all nobody gets me like you do  and you know everything about me you say that you cant live without me  im only up when youre not down dont wanna fly if youre still on the ground its like no matter what i do well you drive me crazy half the time the other half im only tryin to let you know that what i feel is true and im only me when im with you  when im with anybody else its so hard to be myself and only you can tell  that im only up when youre not down dont wanna fly if youre still on the ground its like no matter what i do well you drive me crazy half the time the other half im only tryin to let you know that what i feel is true and im only me who i wanna be well im only me when im with you  with you uh huh huh yeah,"friday, night, beneath, the, stars, in, a, field, behind, your, yard, you, and, i, are, painting, pictures, in, the, sky, and, sometimes, we, do not, say, a, thing, just, listen, to, the, crickets, sing, everything, i, need, is, right, here, by, my, side, and, i, know, everything, about, you, i, do not, want to, live, without, you, i am, only, up, when, you are, not, down, do not, want to, fly, if, you are, still, on, the, ground, its, like, no, matter, what, i, do, well, you, drive, me, crazy, half, the, time, the, other, half, i am, only, tryin, to, let, you, know, that, what, i, feel, is, true, and, i am, only, me, when, i am, with, you, just, a, small, town, boy, and, girl, livin, in, a, crazy, world, tryna, figure, out, what, is, and, is not, true, and, i, do not, try, to, hide, my, tears, my, secrets, or, my, deepest, fears, through, it, all, nobody, gets, me, like, you, do, and, you, know, everything, about, me, you, say, that, you, cannot, live, without, me, i am, only, up, when, you are, not, down, do not, want to, fly, if, you are, still, on, the, ground, its, like, no, matter, what, i, do, well, you, drive, me, crazy, half, the, time, the, other, half, i am, only, tryin, to, let, you, know, that, what, i, feel, is, true, and, i am, only, me, when, i am, with, you, when, i am, with, anybody, else, its, so, hard, to, be, myself, and, only, you, can, tell, that, i am, only, up, when, you are, not, down, do not, want to, fly, if, you are, still, on, the, ground, its, like, no, matter, what, i, do, well, you, drive, me, crazy, half, the, time, the, other, half, i am, only, tryin, to, let, you, know, that, what, i, feel, is, true, and, i am, only, me, who, i, want to, be, well, i am, only, me, when, i am, with, you, with, you, uh, huh, huh, yeah","['friday', 'night', 'beneath', 'stars', 'field', 'behind', 'yard', 'painting', 'pictures', 'sky', 'sometimes', 'say', 'thing', 'listen', 'crickets', 'sing', 'everything', 'need', 'right', 'side', 'know', 'everything', 'want', 'live', 'without', 'want', 'fly', 'still', 'ground', 'like', 'matter', 'well', 'drive', 'crazy', 'half', 'time', 'half', 'tryin', 'let', 'know', 'feel', 'true', 'small', 'town', 'boy', 'girl', 'livin', 'crazy', 'world', 'tryna', 'figure', 'true', 'try', 'hide', 'tears', 'secrets', 'deepest', 'fears', 'nobody', 'gets', 'like', 'know', 'everything', 'say', 'live', 'without', 'want', 'fly', 'still', 'ground', 'like', 'matter', 'well', 'drive', 'crazy', 'half', 'time', 'half', 'tryin', 'let', 'know', 'feel', 'true', 'anybody', 'else', 'hard', 'tell', 'want', 'fly', 'still', 'ground', 'like', 'matter', 'well', 'drive', 'crazy', 'half', 'time', 'half', 'tryin', 'let', 'know', 'feel', 'true', 'want', 'well', 'huh', 'huh', 'yeah']","['friday', 'night', 'beneath', 'star', 'field', 'behind', 'yard', 'painting', 'picture', 'sky', 'sometimes', 'say', 'thing', 'listen', 'cricket', 'sing', 'everything', 'need', 'right', 'side', 'know', 'everything', 'want', 'live', 'without', 'want', 'fly', 'still', 'ground', 'like', 'matter', 'well', 'drive', 'crazy', 'half', 'time', 'half', 'tryin', 'let', 'know', 'feel', 'true', 'small', 'town', 'boy', 'girl', 'livin', 'crazy', 'world', 'tryna', 'figure', 'true', 'try', 'hide', 'tear', 'secret', 'deepest', 'fear', 'nobody', 'get', 'like', 'know', 'everything', 'say', 'live', 'without', 'want', 'fly', 'still', 'ground', 'like', 'matter', 'well', 'drive', 'crazy', 'half', 'time', 'half', 'tryin', 'let', 'know', 'feel', 'true', 'anybody', 'else', 'hard', 'tell', 'want', 'fly', 'still', 'ground', 'like', 'matter', 'well', 'drive', 'crazy', 'half', 'time', 'half', 'tryin', 'let', 'know', 'feel', 'true', 'want', 'well', 'huh', 'huh', 'yeah']"
4,Taylor Swift,  Invisible,she cant see the way your eyes light up when you smile shell never notice how you stop and stare whenever she walks by  and you cant see me wanting you the way you want her but you are everything to me  and i just wanna show you she dont even know you shes never gonna love you like i want to and you just see right through me but if you only knew me we could be a beautiful miracle unbelievable instead of just invisible  oh yeah oh  theres a fire inside of you that cant help but shine through shes never gonna see the light no matter what you do  and all i think about is how to make you think of me and everything that we could be  and i just wanna show you she dont even know you shes never gonna love you like i want to and you just see right through me but if you only knew me we could be a beautiful miracle unbelievable instead of just invisible  like shadows in a faded light oh were invisible i just wanna open your eyes and make you realize  i just wanna show you she dont even know you baby let me love you let me want you you just see right through me but if you only knew me we could be a beautiful miracle unbelievable instead of just invisible  oh yeah  she cant see the way your eyes light up when you smile,"she, cannot, see, the, way, your, eyes, light, up, when, you, smile, she will, never, notice, how, you, stop, and, stare, whenever, she, walks, by, and, you, cannot, see, me, wanting, you, the, way, you, want, her, but, you, are, everything, to, me, and, i, just, want to, show, you, she, do not, even, know, you, she is, never, going to, love, you, like, i, want, to, and, you, just, see, right, through, me, but, if, you, only, knew, me, we, could, be, a, beautiful, miracle, unbelievable, instead, of, just, invisible, oh, yeah, oh, there is, a, fire, inside, of, you, that, cannot, help, but, shine, through, she is, never, going to, see, the, light, no, matter, what, you, do, and, all, i, think, about, is, how, to, make, you, think, of, me, and, everything, that, we, could, be, and, i, just, want to, show, you, she, do not, even, know, you, she is, never, going to, love, you, like, i, want, to, and, you, just, see, right, through, me, but, if, you, only, knew, me, we, could, be, a, beautiful, miracle, unbelievable, instead, of, just, invisible, like, shadows, in, a, faded, light, oh, were, invisible, i, just, want to, open, your, eyes, and, make, you, realize, i, just, want to, show, you, she, do not, even, know, you, baby, let, me, love, you, let, me, want, you, you, just, see, right, through, me, but, if, you, only, knew, me, we, could, be, a, beautiful, miracle, unbelievable, instead, of, just, invisible, oh, yeah, she, cannot, see, the, way, your, eyes, light, up, when, you, smile","['see', 'way', 'eyes', 'light', 'smile', 'never', 'notice', 'stop', 'stare', 'whenever', 'walks', 'see', 'wanting', 'way', 'want', 'everything', 'want', 'show', 'even', 'know', 'never', 'going', 'love', 'like', 'want', 'see', 'right', 'knew', 'could', 'beautiful', 'miracle', 'unbelievable', 'instead', 'invisible', 'yeah', 'fire', 'inside', 'help', 'shine', 'never', 'going', 'see', 'light', 'matter', 'think', 'make', 'think', 'everything', 'could', 'want', 'show', 'even', 'know', 'never', 'going', 'love', 'like', 'want', 'see', 'right', 'knew', 'could', 'beautiful', 'miracle', 'unbelievable', 'instead', 'invisible', 'like', 'shadows', 'faded', 'light', 'invisible', 'want', 'open', 'eyes', 'make', 'realize', 'want', 'show', 'even', 'know', 'baby', 'let', 'love', 'let', 'want', 'see', 'right', 'knew', 'could', 'beautiful', 'miracle', 'unbelievable', 'instead', 'invisible', 'yeah', 'see', 'way', 'eyes', 'light', 'smile']","['see', 'way', 'eye', 'light', 'smile', 'never', 'notice', 'stop', 'stare', 'whenever', 'walk', 'see', 'wanting', 'way', 'want', 'everything', 'want', 'show', 'even', 'know', 'never', 'going', 'love', 'like', 'want', 'see', 'right', 'knew', 'could', 'beautiful', 'miracle', 'unbelievable', 'instead', 'invisible', 'yeah', 'fire', 'inside', 'help', 'shine', 'never', 'going', 'see', 'light', 'matter', 'think', 'make', 'think', 'everything', 'could', 'want', 'show', 'even', 'know', 'never', 'going', 'love', 'like', 'want', 'see', 'right', 'knew', 'could', 'beautiful', 'miracle', 'unbelievable', 'instead', 'invisible', 'like', 'shadow', 'faded', 'light', 'invisible', 'want', 'open', 'eye', 'make', 'realize', 'want', 'show', 'even', 'know', 'baby', 'let', 'love', 'let', 'want', 'see', 'right', 'knew', 'could', 'beautiful', 'miracle', 'unbelievable', 'instead', 'invisible', 'yeah', 'see', 'way', 'eye', 'light', 'smile']"
5,Taylor Swift,  Mary's Song (Oh My My My),she said i was seven and you were nine i looked at you like the stars that shined in the sky the pretty lights and our daddies used to joke about the two of us growing up and falling in love and our mamas smiled and rolled their eyes and said oh my my my  take me back to the house in the backyard tree said youd beat me up you were bigger than me you never did you never did take me back when our world was one block wide i dared you to kiss me and ran when you tried just two kids you and i oh my my my my  well i was sixteen when suddenly i wasnt that little girl you used to see but your eyes still shined like pretty lights and our daddies used to joke about the two of us they never believed wed really fall in love and our mamas smiled and rolled their eyes and said oh my my my  take me back to the creek beds we turned up 2 am riding in your truck and all i need is you next to me take me back to the time we had our very first fight the slamming of doors stead of kissing goodnight you stayed outside til the morning light oh my my my my  a few years had gone and come around we were sitting at our favorite spot in town and you looked at me got down on one knee  take me back to the time when we walked down the aisle our whole town came and our mamas cried you said i do and i did too take me home where we met so many years before well rock our babies on that very front porch after all this time you and i  and ill be eighty seven youll be eighty nine ill still look at you like the stars that shine in the sky oh my my my,"she, said, i, was, seven, and, you, were, nine, i, looked, at, you, like, the, stars, that, shined, in, the, sky, the, pretty, lights, and, our, daddies, used, to, joke, about, the, two, of, us, growing, up, and, falling, in, love, and, our, mamas, smiled, and, rolled, their, eyes, and, said, oh, my, my, my, take, me, back, to, the, house, in, the, backyard, tree, said, you would, beat, me, up, you, were, bigger, than, me, you, never, did, you, never, did, take, me, back, when, our, world, was, one, block, wide, i, dared, you, to, kiss, me, and, ran, when, you, tried, just, two, kids, you, and, i, oh, my, my, my, my, well, i, was, sixteen, when, suddenly, i, was not, that, little, girl, you, used, to, see, but, your, eyes, still, shined, like, pretty, lights, and, our, daddies, used, to, joke, about, the, two, of, us, they, never, believed, wed, really, fall, in, love, and, our, mamas, smiled, and, rolled, their, eyes, and, said, oh, my, my, my, take, me, back, to, the, creek, beds, we, turned, up, 2, am, riding, in, your, truck, and, all, i, need, is, you, next, to, me, take, me, back, to, the, time, we, had, our, very, first, fight, the, slamming, of, doors, stead, of, kissing, goodnight, you, stayed, outside, til, the, morning, light, oh, my, my, my, my, a, few, years, had, gone, and, come, around, we, were, sitting, at, our, favorite, spot, in, town, and, you, looked, at, me, got, down, on, one, knee, take, me, back, to, the, time, when, we, walked, down, the, aisle, our, whole, town, came, and, our, mamas, cried, you, said, i, do, and, i, did, too, take, me, home, where, we, met, so, many, years, before, well, rock, our, babies, on, that, very, front, porch, after, all, this, time, you, and, i, and, ill, be, eighty, seven, you will, be, eighty, nine, ill, still, look, at, you, like, the, stars, that, shine, in, the, sky, oh, my, my, my","['said', 'seven', 'nine', 'looked', 'like', 'stars', 'shined', 'sky', 'pretty', 'lights', 'daddies', 'used', 'joke', 'two', 'growing', 'falling', 'love', 'mamas', 'smiled', 'rolled', 'eyes', 'said', 'take', 'back', 'house', 'backyard', 'tree', 'said', 'would', 'beat', 'bigger', 'never', 'never', 'take', 'back', 'world', 'one', 'block', 'wide', 'dared', 'kiss', 'ran', 'tried', 'two', 'kids', 'well', 'sixteen', 'suddenly', 'little', 'girl', 'used', 'see', 'eyes', 'still', 'shined', 'like', 'pretty', 'lights', 'daddies', 'used', 'joke', 'two', 'never', 'believed', 'wed', 'really', 'fall', 'love', 'mamas', 'smiled', 'rolled', 'eyes', 'said', 'take', 'back', 'creek', 'beds', 'turned', 'riding', 'truck', 'need', 'next', 'take', 'back', 'time', 'first', 'fight', 'slamming', 'doors', 'stead', 'kissing', 'goodnight', 'stayed', 'outside', 'til', 'morning', 'light', 'years', 'gone', 'come', 'around', 'sitting', 'favorite', 'spot', 'town', 'looked', 'got', 'one', 'knee', 'take', 'back', 'time', 'walked', 'aisle', 'whole', 'town', 'came', 'mamas', 'cried', 'said', 'take', 'home', 'met', 'many', 'years', 'well', 'rock', 'babies', 'front', 'porch', 'time', 'ill', 'eighty', 'seven', 'eighty', 'nine', 'ill', 'still', 'look', 'like', 'stars', 'shine', 'sky']","['said', 'seven', 'nine', 'looked', 'like', 'star', 'shined', 'sky', 'pretty', 'light', 'daddy', 'used', 'joke', 'two', 'growing', 'falling', 'love', 'mama', 'smiled', 'rolled', 'eye', 'said', 'take', 'back', 'house', 'backyard', 'tree', 'said', 'would', 'beat', 'bigger', 'never', 'never', 'take', 'back', 'world', 'one', 'block', 'wide', 'dared', 'kiss', 'ran', 'tried', 'two', 'kid', 'well', 'sixteen', 'suddenly', 'little', 'girl', 'used', 'see', 'eye', 'still', 'shined', 'like', 'pretty', 'light', 'daddy', 'used', 'joke', 'two', 'never', 'believed', 'wed', 'really', 'fall', 'love', 'mama', 'smiled', 'rolled', 'eye', 'said', 'take', 'back', 'creek', 'bed', 'turned', 'riding', 'truck', 'need', 'next', 'take', 'back', 'time', 'first', 'fight', 'slamming', 'door', 'stead', 'kissing', 'goodnight', 'stayed', 'outside', 'til', 'morning', 'light', 'year', 'gone', 'come', 'around', 'sitting', 'favorite', 'spot', 'town', 'looked', 'got', 'one', 'knee', 'take', 'back', 'time', 'walked', 'aisle', 'whole', 'town', 'came', 'mama', 'cried', 'said', 'take', 'home', 'met', 'many', 'year', 'well', 'rock', 'baby', 'front', 'porch', 'time', 'ill', 'eighty', 'seven', 'eighty', 'nine', 'ill', 'still', 'look', 'like', 'star', 'shine', 'sky']"
