Album,Song Name,Lyrics
The Tortured Poets Department The Anthology,  Down Bad,did you really beam me up in a cloud of sparkling dust just to do experiments on tell me i was the chosen one showed me that this world is bigger than us then sent me back where i came from  for a moment i knew cosmic love  now im down bad cryin at the gym everything comes out teenage petulance fuck it if i cant have him i might just die it would make no difference down bad wakin up in blood starin at the sky come back and pick me up fuck it if i cant have us i might just not get up i might stay  down bad fuck it if i cant have him down bad fuck it if i cant have him  did you take all my old clothes just to leave me here naked and alone in a field in my same old town that somehow seems so hollow now theyll say im nuts if i talk about the existence of you  for a moment i was heavenstruck  now im down bad cryin at the gym cryin at the gym everything comes out teenage petulance fuck it if i cant have him fuck it if i cant have him i might just die it would make no difference down bad wakin up in blood wakin up in blood starin at the sky come back and pick me up fuck it if i cant have us i might just not get up i might stay  down bad like i lost my twin fuck it if i cant have him down bad down bad wavin at the ship fuck it if i cant have him  i loved your hostile takeovers encounters closer and closer all your indecent exposures how dare you say that its— ill build you a fort on some planet where they can all understand it how dare you think its romantic leaving me safe and stranded cause fuck it i was in love so fuck you if i cant have us cause fuck it i was in love  now im down bad cryin at the gym cryin at the gym everything comes out teenage petulance fuck it if i cant have him cant have him i might just die it would make no difference down bad wakin up in blood wakin up in blood starin at the sky come back and pick me up fuck it if i cant have us i might just not get up i might stay  down bad like i lost my twin fuck it if i cant have him im down bad down bad wavin at the ship fuck it if i cant have him  like i lost my twin fuck it if i cant have him down bad wavin at the ship fuck it if i cant have him
The Tortured Poets Department The Anthology,  Florida,you can beat the heat if you beat the charges too they said i was a cheat i guess it must be true and my friends all smell like weed or little babies and this city reeks of driving myself crazy  little did you know your homes really only a town youre just a guest in so you work your life away just to pay for a time share down in destin  florida is one hell of a drug florida can i use you up  the hurricane with my name when it came i got drunk and i dared it to wash me away barricaded in the bathroom with a bottle of wine well me and my ghosts wе had a hell of a time yes im hauntеd but im feeling just fine all my girls got their lace and their crimes and your cheating husband disappeared well no one asks any questions here so i did my best to lay to rest all of the bodies that have ever been on my body and in my mind they sink into the swamp is that a bad thing to say in a song  little did you know your homes really only the town youll get arrested so you pack your life away just to wait out the shitstorm back in texas  florida is one hell of a drug florida can i use you up  i need to forget so take me to florida ive got some regrets ill bury them in florida tell me im despicable say its unforgivable at least the dolls are beautiful fuck me up florida i need to forget so take me to florida ive got some regrets ill bury them in florida tell me im despicable say its unforgivable what a crash what a rush fuck me up florida its one hell of a drug its one hell of a drug love left me like this and i dont want to exist so take me to florida  little did you know your homes really only a town youre just a guest in florida so you work your life away just to pay for a time share down in destin take me to florida little did you know your homes really only the town youll get arrested florida so you pack your life away just to wait out the shitstorm back in texas  florida is one hell of a drug take me to florida can i use you up florida is one hell of a drug florida go on fuck me up
The Tortured Poets Department The Anthology,  Fortnight,i was supposed to be sent away but they forgot to come and get me i was a functioning alcoholic til nobody noticed my new aesthetic all of this to say i hope youre okay but youre the reason and no one heres to blame but what about your quiet treason  and for a fortnight there we were forever run into you sometimes ask about the weather now youre in my backyard turned into good neighbors your wife waters flowers i wanna kill her  all my mornings are mondays stuck in an endless february i took the miracle move on drug the effects were temporary and i love you its ruining my life i love you its ruining my life i touched you for only a fortnight i touched you but i touched you  and for a fortnight there we were forever run into you sometimes ask about the weather now youre in my backyard turned into good neighbors your wife waters flowers i wanna kill her and for a fortnight there we were together run into you sometimes comment on my sweater now youre at the mailbox turned into good neighbors my husband is cheating i wanna kill him  i love you its ruining my life i love you its ruining my life i touched you for only a fortnight i touched you i touched you i love you its ruining my life i love you its ruining my life i touched you for only a fortnight i touched you i touched you  thought of callin ya but you wont pick up nother fortnight lost in america move to florida buy the car you want but it wont start up til you touch touch touch me thought of calling ya but you wont pick up nother fortnight lost in america move to florida buy the car you want but it wont start up til i touch touch touch you
The Tortured Poets Department The Anthology,  Fresh Out The Slammer,now pretty baby im runnin back home to you fresh out the slammer i know who my first call will be to fresh out the slammer oh  another summer takin cover rolling thunder he dont understand me splintered back in winter silent dinners bitter he was with her in dreams  gray and blue and fights and tunnels handcuffed to the spell i was under for just one hour of sunshine years of labor locks and ceilings in the shade of how he was feeling but its gonna be alright i did my time  now pretty baby im runnin back home to you frеsh out the slammer i know who my first call will be to frеsh out the slammer oh  camera flashes welcome bashes get the matches toss the ashes off the ledge as i said in my letters now that i know better i will never lose my baby again  my friends tried but i wouldnt hear it watch me daily disappearing for just one glimpse of his smile all those nights he kept me goin swirled you into all of my poems now were at the starting line i did my time  now pretty baby im runnin  to the house where you still wait up and that porch light gleams gleams to the one who says im the girl of his american dreams and no matter what ive done it wouldnt matter anyway aint no way im gonna screw up now that i know whats at stake here at the park where we used to sit on childrens swings wearing imaginary rings  but its gonna be alright i did my time
The Tortured Poets Department The Anthology,  Guilty as Sin,drownin in the blue nile he sent me downtown lights i hadnt heard it in a while my boredoms bone deep this cage was once just fine am i allowed to cry i dream of crackin locks throwin my life to the wolves or the ocean rocks crashin into him tonight hes a paradox im seeing visions am i bad or mad or wise  what if hes written mine on my upper thigh only in my mind one slip and fallin back into the hedge maze oh what a way to die i keep recalling things we never did messy top lip kiss how i long for our trysts without ever touchin his skin how can i be guilty as sin  i keep these longings lockеd in lowercase inside a vault somеone told me theres no such thing as bad thoughts only your actions talk these fatal fantasies giving way to labored breath takin all of me weve already done it in my head if its make believe why does it feel like a vow well both uphold somehow  what if hes written mine on my upper thigh only in my mind one slip and fallin back into the hedge maze oh what a way to die my bed sheets are ablaze ive screamed his name buildin up like waves crashin over my grave without ever touchin his skin how can i be guilty as sin  what if i roll the stone away theyre gonna crucify me anyway what if the way you hold me is actually whats holy if long suffering propriety is what they want from me they dont know how youve haunted me so stunningly i choose you and me religiously  what if hes written mine on my upper thigh only in my mind one slip and fallin back into the hedge maze oh what a way to die i keep recalling things we never did messy top lip kiss how i long for our trysts without ever touchin his skin how can i be guilty as sin  he sent me downtown lights i hadnt heard it in a while am i allowed to cry
The Tortured Poets Department The Anthology,  How Did It End,uh oh uh oh  we hereby conduct this post mortem he was a hot house flower to my outdoorsman our maladies were such we could not cure them and so a touch that was my birthright became foreign  come one come all its happenin again the empathetic hunger descends well tell no one except all of our friends we must know how did it end uh oh uh oh  we were blind to unforeseen circumstances we learned thе right steps to different dancеs and fell victim to interlopers glances lost the game of chance what are the chances soon theyll go home to their husbands smug cause they know they can trust him then feverishly calling their cousins  guess who we ran into at the shops walking in circles like she was lost didnt you hear they called it all off one gasp and then how did it end  say it once again with feeling how the death rattle breathing silenced as the soul was leaving the deflation of our dreaming leaving me bereft and reeling my beloved ghost and me sitting in a tree d y i n g  its happenin again how did it end i cant pretend like i understand how did it end  come one come all its happenin again the empathetic hunger descends well tell no one except all of our friends but i still dont know how did it end
The Tortured Poets Department The Anthology,  I Can Do It With A Broken Heart,i can read your mind shes having the time of her life there in her glittering prime the lights refract sequin stars off her silhouette every night i can show you lies one two three four  cause im a real tough kid i can handle my shit they said babe you gotta fake it til you make it and i did lights camera bitch smile even when you wanna die he said hed love me all his life but that life was too short breaking down i hit the floor all the piеces of me shatterеd as the crowd was chanting more i was grinnin like im winnin i was hittin my marks cause i can do it with a broken heart one two three four im so depressed i act like its my birthday every day im so obsessed with him but he avoids me like the plague i cry a lot but i am so productive its an art you know youre good when you can even do it with a broken heart  i can hold my breath ive been doin it since he left i keep finding his things in drawers crucial evidence i didnt imagine the whole thing im sure i can pass this test one two three four  cause im a real tough kid i can handle my shit they said babe you gotta fake it til you make it and i did lights camera bitch smile in stilettos for miles he said hed love me for all time but that time was quite short breaking down i hit the floor all the pieces of me shattered as the crowd was chanting more i was grinnin like im winnin i was hittin my marks cause i can do it with a broken heart one two three four  im so depressed i act like its my birthday every day im so obsessed with him but he avoids me he avoids me like the plague i cry a lot but i am so productive its an art you know youre good when you can even do it with a broken heart  you know youre good when you can even do it with a broken heart you know youre good and im good cause im miserable haha and nobody even knows ah try and come for my job
The Tortured Poets Department The Anthology,  I Can Fix Him (No Really I Can),the smoke cloud billows out his mouth like a freight train through a small town the jokes that he told across the bar were revolting and far too loud  they shake their heads sayin god help her when i tell em hes my man but your good lord doesnt need to lift a finger i can fix him no really i can and only i can  the dopamine races through his brain on a six lane texas highway his hand so calloused from his pistol softly traces hearts on my face and i could see it from a mile away a perfect case for my certain skill set he had a halo of the highest gradе he just hadnt met me yеt  they shake their heads sayin god help her when i tell em hes my man but your good lord doesnt need to lift a finger i can fix him no really i can and only i can  good boy thats right come close ill show you heaven if youll be an angel all night trust me i can handle me a dangerous man no really i can  they shook their heads sayin god help her when i told em hes my man i told em hes my man but your good lord didnt need to lift a finger i can fix him no really i can no really i can woah maybe i cant
The Tortured Poets Department The Anthology,  I Hate It Here,quick quick tell me something awful like you are a poet trapped inside the body of a finance guy tell me all your secrets all youll ever be is my eternal consolation prize you see i was a debutante in another life but now i seem to be scared to go outside if comfort is a construct i dont believe in good luck now that i know whats what  i hate it here so i will go to secret gardens in my mind people need a key to get to the only one is mine i read about it in a book when i was a precocious child no mid sized city hopes and small town fears im there most of the year cause i hate it here i hate it here  my friends used to play a game where we would pick a decade we wished we could live in instead of this id say the 1830s but without all the racists and getting married off for the highest bid everyone would look down cause it wasnt fun now seems like it was never even fun back then nostalgia is a minds trick if id been there id hate it it was freezing in the palace  i hate it here so i will go to lunar valleys in my mind when they found a better planet only the gentle survived i dreamed about it in the dark the night i felt like i might die no mid sized city hopes and small town fears im there most of the year cause i hate it here i hate it here  im lonely but im good im bitter but i swear im fine ill save all my romanticism for my inner life and ill get lost on purpose this place made me feel worthless lucid dreams like electricity the current flies through me and in my fantasies i rise above it and way up there i actually love it  i hate it here so i will go to secret gardens in my mind people need a key to get to the only one is mine i read about it in a book when i was a precocious child no mid sized city hopes and small town fears im there most of the year cause i hate it here i hate it here  quick quick tell me something awful like you are a poet trapped inside the body of a finance guy
The Tortured Poets Department The Anthology,  I Look in People's Windows,i had died the tiniest death i spied the catch in your breath out out out out out out northbound i got carried away as you boarded your train south south south south south south  a feather taken by the wind blowing im afflicted by the not knowing so  i look in peoples windows transfixed by rose golden glows they have their friends over to drink nice wine i look in peoples windows in case youre at their table what if your eyes looked up and met mine one more time  you had stopped and tiltеd your head i still ponder what it meant now now now now now now i triеd searching faces on streets what are the chances youd be downtown downtown downtown  does it feel alright to not know me im addicted to the if only  so i look in peoples windows like im some deranged weirdo i attend christmas parties from outside i look in peoples windows in case youre at their table what if your eyes looked up and met mine one more time
The Tortured Poets Department The Anthology,  My Boy Only Breaks His Favorite Toys,oh here we go again the voices in his head called the rain to end our days of wild the sickest army doll purchased at the mall rivulets descend my plastic smile  but you shouldve seen him when he first got me  my boy only breaks his favorite toys toys oh im queen of sand castles he destroys oh oh cause it fit too right puzzle pieces in the dead of night i shouldve known it was a matter of time oh oh my boy only breaks his favorite toys oh oh  there was a litany of reasons why we couldve playеd for keeps this time i know im just repeating mysеlf put me back on my shelf but first pull the string and ill tell you that he runs because he loves me he loves me  cause you shouldve seen him when he first saw me  my boy my boy only breaks his favorite toys toys oh im queen im queen of sand castles he destroys oh oh cause i knew too much there was danger in the heat of my touch he saw forever so he smashed it up oh oh my boy my boy only breaks his favorite toys oh oh  once i fix me hes gonna miss me once i fix me hes gonna miss me  just say when id play again he was my best friend down at the sandlot i felt more when we played pretend than with all the kens cause he took me out of my box stole my tortured heart left all these broken parts told me im better off but im not im not im not
The Tortured Poets Department The Anthology,  Peter,forgive me peter my lost fearless leader in closets like cedar preserved from when we were just kids is it somethin i did the goddess of timing once found us beguiling she said she was trying peter was she lying my ribs get the feeling she did  and i didnt wanna come down i thought it was just goodbye for now  you said you were gonna grow up then you were gonna come find me said you were gonna grow up thеn you were gonna come find mе said you were gonna grow up then you were gonna come find me words from the mouths of babes promises oceans deep but never to keep oh never to keep  are you still a mind reader a natural scene stealer ive heard great things peter but life was always easier on you than it was on me and sometimes it gets me when crossing your jet stream we both did the best we could do underneath the same moon in different galaxies  and i didnt wanna hang around we said it was just goodbye for now  you said you were gonna grow up then you were gonna come find me said you were gonna grow up then you were gonna come find me said you were gonna grow up then you were gonna come find me words from the mouths of babes promises oceans deep but never to keep never to keep  and i wont confess that i waited but i let the lamp burn as the men masqueraded i hoped youd return with your feet on the ground tell me all that youd learned cause loves never lost when perspective is earned and you said youd come and get me but you were twenty five and the shelf life of those fantasies has expired lost to the lost boys chapter of your life forgive me peter please know that i tried to hold on hold on to the days to the days when you were mine but the woman who sits by the window has turned out the light  you said you were gonna grow up then you were gonna come find me said you were gonna grow up you said you were gonna grow up then you were gonna come find me said you were gonna grow up you said you were gonna grow up then you were gonna come find me said you were gonna grow up then you were gonna come find me said you were gonna grow up then you were gonna come find me words from the mouths of babes promises oceans deep but never to keep
The Tortured Poets Department The Anthology,  Robin,long may you reign youre an animal you are bloodthirsty out window panes talking utter nonsense you have no idea  strings tied to levers slowed down clocks tethered all this showmanship to keep it for you in sweetness  way to go tiger higher and higher wilder and lighter for you  long may you roar at your dinosaurs youre a just ruler covered in mud you look ridiculous and you have no idea  buried down deep and out of your reach the secret we all vowed to keep it from you in sweetness  way to go tiger higher and higher wilder and lighter for you  you got the dragonflies above your bed you have a favorite spot on the swing set you have no room in your dreams for regrets you have no idea the time will arrive for the cruel and the mean youll learn to bounce back just like your trampoline but now well curtail your curiosity in sweetness  way to go tiger way to go tiger higher and higher higher and higher wilder and lighter for you
The Tortured Poets Department The Anthology,  So High School,i feel so high school every time i look at you i wanna find you in a crowd just to hide from you  and in a blink of a crinklin eye im sinkin our fingers entwined cheeks pink in the twinklin lights tell me bout the first time you saw me ill drink what you think and im high from smokin your jokes all damn night the brink of a wrinkle in time bittersweet sixteen suddenly  im watchin american pie with you on a saturday night your friends are around so be quiet im tryin to stifle my sighs cause i feel so high school every time i look at you but look at you  ah ah ah ah ah  are you gonna marry kiss or kill me kill me its just a game but really really im bettin on all three all three for us two get my car door isnt that sweet that sweet then pull me to thе backseat the backseat no onеs ever had me had me not like you  truth dare spin bottles you know how to ball i know aristotle brand new full throttle touch me while your bros play grand theft auto its true swear scouts honor you knew what you wanted and boy you got her brand new full throttle you already know babe  i feel like laughin in the middle of practice do that impression you did of your dad again im hearing voices like a madman  and in a blink of a crinklin eye im sinkin our fingers entwined cheeks pink in the twinklin lights tell me bout the first time you saw me ill drink what you think and im high from smokin your jokes all damn night the brink of a wrinkle in time bittersweet sixteen suddenly  im watchin american pie with you on a saturday night your friends are around so be quiet im tryin to stifle my sighs cause i feel so high school feel so high school every time i look at you but look at you  truth dare spin bottles you know how to ball i know aristotle brand new full throttle touch me while your bros play grand theft auto its true swear scouts honor yeah you knew what you wanted and boy you got her brand new full throttle yeah you already know babe you already know babe
The Tortured Poets Department The Anthology,"  So Long, London",so so long long london london so so long long london london so so long long london london i saw in my mind fairy lights through the mist i kept calm and carried the weight of the rift pulled him in tighter each time he was driftin away my spine split from carrying us up the hill wet through my clothes weary bones caught the chill i stopped tryna make him laugh stopped tryna drill the safe  thinkin how much sad did you think i had did you think i had in me oh the tragedy so long london youll find someone  i didnt opt in to be your odd man out i founded the club shes heard great things about i left all i knew you left me at the house by the heath i stoppеd cpr after all its no use the spirit was gonе we would never come to and im pissed off you let me give you all that youth for free  for so long london stitches undone two graves one gun ill find someone  and you say i abandoned the ship but i was going down with it my white knuckle dying grip holding tight to your quiet resentment and my friends said it isnt right to be scared every day of a love affair every breath feels like rarest air when youre not sure if he wants to be there  so how much sad did you think i had did you think i had in me how much tragedy just how low did you think id go fore id self implode fore id have to go be free  you swore that you loved me but where were the clues i died on the altar waitin for the proof you sacrificed us to the gods of your bluest days and im just getting color back into my face im just mad as hell cause i loved this place for  so so long long london london had had a a good good run run a moment moment of warm sun sun but im im not not the the one one so so long long london london stitches stitches undone undone two two graves graves one gun gun youll youll find find someone
The Tortured Poets Department The Anthology,  The Albatross,wise men once said wild winds are death to the candle a rose by any other name is a scandal cautions issued he stood shooting the messengers they tried to warn him about her  cross your thoughtless heart only liquor anoints you shes the albatross she is here to destroy you  wise men once said one bad seed kills the garden one less temptress one less dagger to sharpen locked me up in towers but id visit in your dreams and they tried to warn you about me  cross your thoughtless heart only liquor anoints you shes the albatross she is here to destroy you devils that you know raise worse hell than a stranger shes the death you chose youre in terrible danger  and when that sky rains fire on you and youre persona non grata ill tell you how ive been there too and that none of it matters  wise men once read fake news and they believed it jackals raised their hackles you couldnt conceive it you were sleeping soundly when they dragged you from your bed and i tried to warn you about them  so i crossed my thoughtless heart spread my wings like a parachute im the albatross i swept in at the rescue the devil that you know looks now more like an angel im the life you chose and all this terrible danger this terrible danger  so cross your thoughtless heart shes the albatross she is here to destroy you
The Tortured Poets Department The Anthology,  The Alchemy,this happens once every few lifetimes these chemicals hit me like white wine what if i told you im back the hospital was a drag worst sleep that i ever had i circled you on a map i havent come around in so long but im coming back so strong  so when i touch down call the amateurs and cut em from the team ditch the clowns get the crown baby im the one to beat cause the sign on your heart said its still reserved for me honestly who are we to fight thе alchemy  hey you what if i told you werе cool that childs play back in school is forgiven under my rule i havent come around in so long but im making a comeback to where i belong  so when i touch down call the amateurs and cut em from the team ditch the clowns get the crown baby im the one to beat cause the sign on your heart said its still reserved for me honestly who are we to fight the alchemy these blokes warm the benches weve been on a winning streak he jokes that its heroin but this time with an e cause the sign on your heart said its still reserved for me honestly who are we to fight the alchemy  shirts off and your friends lift you up over their heads beer stickin to the floor cheers chanted cause they said there was no chance trying to be the greatest in the league wheres the trophy he just comes runnin over to me  touchdown call the amateurs and cut em from the team ditch the clowns get the crown baby im the one to beat cause the sign on your heart said its still reserved for me honestly who are we to fight the alchemy these blokes warm the benches weve been on a winning streak he jokes that its heroin but this time with an e cause the sign on your heart said its still reserved for me honestly who are we to fight the alchemy  this happens once every few lifetimes these chemicals hit me like white wine
The Tortured Poets Department The Anthology,  The Black Dog,i am someone who until recent events you shared your secrets with and your location you forgot to turn it off and so i watch as you walk into some bar called the black dog and pierce new holes in my heart you forgot to turn it off and it hits me  i just dont understand how you dont miss me in the black dog when someone plays the starting line and you jump up but shes too young to know this song that was intertwined in the magic fabric of our dreaming old habits die screaming  i move through the world with the heartbroken my longings stay unspoken and i may never open up thе way i did for you and all of those best laid plans you said i needed a bravе man then proceeded to play him until i believed it too and it kills me  i just dont understand how you dont miss me in the shower and remember how my rain soaked body was shakin do you hate me was it hazing for a cruel fraternity i pledged and i still mean it old habits die screaming  six weeks of breathin clean air i still miss the smoke were you makin fun of me with some esoteric joke now i wanna sell my house and set fire to all my clothes and hire a priest to come and exorcise my demons even if i die screaming and i hope you hear it  and i hope its shitty in the black dog when someone plays the starting line and you jump up but shes too young to know this song that was intertwined in the tragic fabric of our dreaming cause tail between your legs youre leavin  i still cant believe it cause old habits die screaming
The Tortured Poets Department The Anthology,  The Bolter,by all accounts she almost drowned when she was six in frigid water and i can confirm she made a curious child ever reviled by everyone except her own father with a quite bewitching face splendidly selfish charmingly helpless excellent fun til you get to know her then she runs like its a race behind her back her best mates laughed and they nicknamed her the bolter  started with a kiss oh we must stop meeting like this but it always ends up with a town car speeding out the drive one evening ended with the slam of a door then hell call her a whore wish he wouldnt be sore but as she was leaving it felt like breathing  all her fuckin lives flashed before her eyes it feels like the time she fell through the ice then came out alive  he was a cad wanted her bad just like any good trophy hunter and she liked the way it tastes taming a bear making him care watching him jump then pulling him under and at first blush this is fate when its all roses portrait poses central park lake in tiny rowboats what a charming saturday thats when she sees the littlest leaks down in the floorboards and she just knows she must bolt  started with a kiss oh we must stop meeting like this but it always ends up with a town car speeding out the drive one evening ended with the slam of a door then hell call her a whore wish he wouldnt be sore but as she was leaving it felt like breathing  all her fuckin lives flashed before her eyes ah ah ah it feels like the time she fell through the ice then came out alive  shes been many places with men of many faces first theyre off to the races and shes laughing drawin aces but none of it is changin that the chariot is waitin hearts are hers for the breakin theres escape in escaping  started with a kiss oh we must stop meeting like this but it always ends up with a town car speeding out the drive one evenin ended with the slam of a door but shes got the best stories you can be sure that as she was leaving it felt like freedom  all her fuckin lives flashed before her eyes and she realized it feels like the time she fell through the ice then came out alive
The Tortured Poets Department The Anthology,  The Manuscript,now and then she rereads the manuscript of the entire torrid affair they compared their licenses he said im not a donor but id give you my heart if you needed it she rolled her eyes and said youre a professional he said no just a good samaritan he said that if the sex was half as good as the conversation was soon theyd be pushin strollers but soon it was over  in the age of him she wished she was thirty and made coffee every morning in a frеnch press afterwards she only atе kids cereal and couldnt sleep unless it was in her mothers bed then she dated boys who were her own age with dart boards on the backs of their doors she thought about how he said since she was so wise beyond her years everything had been above board she wasnt sure  and the years passed like scenes of a show the professor said to write what you know lookin backwards might be the only way to move forward then the actors were hitting their marks and the slow dance was alight with the sparks and the tears fell in synchronicity with the score and at last she knew what the agony had been for  the only thing thats left is the manuscript one last souvenir from my trip to your shores now and then i reread the manuscript but the story isnt mine anymore
The Tortured Poets Department The Anthology,  The Prophecy,one two three four  hand on the throttle thought i caught lightning in a bottle oh but its gone again and it was written i got cursed like eve got bitten oh was it punishment pad around when i get home i guess a lesser woman wouldve lost hope a greater woman wouldnt beg but i looked to the sky and said  please ive been on my knees change the prophecy dont want money just someone who wants my company let it once be me who do i have to speak to about if they can redo the prophеcy  cards on the table mine play out likе fools in a fable oh it was sinking in sinking in oh slow is the quicksand poison blood from the wound of the pricked hand oh still i dream of him  please ive been on my knees change the prophecy dont want money just someone who wants my company let it once be me who do i have to speak to about if they can redo the prophecy  and i sound like an infant feeling like the very last drops of an ink pen a greater woman stays cool but i howl like a wolf at the moon and i look unstable gathered with a coven round a sorceress table a greater woman has faith but even statues crumble if theyre made to wait im so afraid i sealed my fate no sign of soulmates im just a paperweight in shades of greige spending my last coin so someone will tell me itll be okay ooh ooh ooh ooh  please ive been on my knees change the prophecy dont want money just someone who wants my company let it once be me who do i have to speak to about if they can redo the prophecy who do i have to speak to to change the prophecy  hand on the throttle thought i caught lightning in a bottle oh but its gone again pad around when i get home i guess a lesser woman wouldve lost hope a greater woman wouldnt beg but i looked to the sky and said please
The Tortured Poets Department The Anthology,  The Smallest Man Who Ever Lived,was any of it true gazing at me starry eyed in your jehovahs witness suit who the fuck was that guy you tried to buy some pills from a friend of friends of mine they just ghosted you now you know what it feels like  and i dont even want you back i just want to know if rusting my sparkling summer was the goal and i dont miss what we had but could someone give a message to the smallest man who ever lived  you hung me on your wall stabbed me with your push pins in public showed me off then sank in stoned oblivion cause once your queen had come youd treat her likе an also ran you didnt measure up in any measurе of a man  and i dont even want you back i just want to know if rusting my sparkling summer was the goal and i dont miss what we had but could someone give a message to the smallest man who ever lived  were you sent by someone who wanted me dead did you sleep with a gun underneath our bed were you writin a book were you a sleeper cell spy in fifty years will all this be declassified and youll confess why you did it and ill say good riddance cause it wasnt sexy once it wasnt forbidden i wouldve died for your sins instead i just died inside and you deserve prison but you wont get time youll slide into inboxes and slip through the bars you crashed my party and your rental car you said normal girls were boring but you were gone by the morning you kicked out the stage lights but youre still performing  and in plain sight you hid but you are what you did and ill forget you but ill never forgive the smallest man who ever lived
The Tortured Poets Department The Anthology,  The Tortured Poets Department,you left your typewriter at my apartment straight from the tortured poets department i think some things i never say like who uses typewriters anyway but youre in self sabotage mode throwing spikes down on the road but ive seen this episode and still loved the show who else decodes you  and whos gonna hold you like me and whos gonna know you if not me i laughed in your face and said youre not dylan thomas im not patti smith this aint the chelsea hotel werе modern idiots and whos gonna hold you like me  nobody no fucking body nobody  you smokеd then ate seven bars of chocolate we declared charlie puth should be a bigger artist i scratch your head you fall asleep like a tattooed golden retriever but you awaken with dread pounding nails in your head but ive read this one where you come undone i chose this cyclone with you  and whos gonna hold you like me whos gonna hold you whos gonna hold you and whos gonna know you like me whos gonna know you i laughed in your face and said youre not dylan thomas im not patti smith this aint the chelsea hotel were modern idiots and whos gonna hold you like me whos gonna hold you whos gonna hold you  no fucking body whos gonna hold you whos gonna hold you nobody whos gonna hold you gonna know you gonna troll you nobody  sometimes i wonder if youre gonna screw this up with me but you told lucy youd kill yourself if i ever leave and i had said that to jack about you so i felt seen everyone we know understands why its meant to be cause were crazy so tell me who else is gonna know me at dinner you take my ring off my middle finger and put it on the one people put wedding rings on and thats the closest ive come to my heart exploding  whos gonna hold you who me whos gonna know you who me and youre not dylan thomas im not patti smith this aint the chelsea hotel were two idiots whos gonna hold you  whos gonna hold you whos gonna hold you whos gonna hold you whos gonna hold you whos gonna hold you whos gonna hold you whos gonna hold you gonna know you gonna troll you  you left your typewriter at my apartment straight from the tortured poets department who else decodes you
The Tortured Poets Department The Anthology,  Who's Afraid of Little Old Me,the whos who of whos that is poised for the attack but my bare hands paved their paths you dont get to tell me about sad  if you wanted me dead you shouldve just said nothing makes me feel more alive  so i leap from the gallows and i levitate down your street crash the party like a record scratch as i scream whos afraid of little old me you should be  the scandal was contained the bullet had just grazed at all costs keep your good name you dont get to tell me you feel bad  is it a wonder i broke lets hear one morе joke then we could all just laugh until i cry  so i lеap from the gallows and i levitate down your street crash the party like a record scratch as i scream whos afraid of little old me i was tame i was gentle til the circus life made me mean dont you worry folks we took out all her teeth whos afraid of little old me well you should be  you should be you should be you should be you should be you should be you should be you should be you should be you should be  so tell me everything is not about me but what if it is then say they didnt do it to hurt me but what if they did i wanna snarl and show you just how disturbed this has made me you wouldnt last an hour in the asylum where they raised me so all you kids can sneak into my house with all the cobwebs im always drunk on my own tears isnt that what they all said that ill sue you if you step on my lawn that im fearsome and im wretched and im wrong put narcotics into all of my songs and thats why youre still singin along  so i leap from the gallows and i levitate down your street crash the party like a record scratch as i scream whos afraid of little old me i was tame i was gentle til the circus life made me mean dont you worry folks we took out all her teeth whos afraid of little old me well you should be  you should be you should be you should be you should be cause you lured me you should be and you hurt me you should be and you taught me  you caged me and then you called me crazy i am what i am cause you trained me so whos afraid of me whos afraid of little old me whos afraid of little old me
The Tortured Poets Department The Anthology,  ​​imgonnagetyouback,yeah  lilac short skirt the one that fits me like skin did your research you knew the price goin in and ill tell you one thing honey i can tell when somebody still wants me come clean standin at the bar like somethings funny bubbly once you fix your face im goin in yeah  whether im gonna be your wife or gonna smash up your bike i havent decided yet but im gonna get you back whether im gonna curse you out or take you back to my house i havent decidеd yet but im gonna get you back  i i hear thе whispers in your eyes ill make you wanna think twice youll find that you were never not mine youre mine  small talk big love act like i dont care what you did im an aston martin that you steered straight into the ditch then ran and hid and ill tell you one thing honey i can take the upper hand and touch your body flip the script and leave you like a dumb house party or i might just love you til the end  whether im gonna be your wife or gonna smash up your bike i havent decided yet but im gonna get you back whether im gonna flip you off or pull you into the closet i havent decided yet but im gonna get you back  i i hear the whispers in your eyes ill make you wanna think twice youll find that you were never not mine youre mine  i can feel it coming humming in the way you move push the reset button were becomin something new say you got somebody ill say i got someone too even if its handcuffed im leavin here with you bygones will be bygone eras fadin into gray fading into gray we broke all the pieces but still wanna play the game oh told my friends i hate you but i love you just the same pick your poison babe im poison either way  whether im gonna be your wife or gonna smash up your bike i havent decided yet but im gonna get you back whether im gonna curse you out or take you back to my house i havent decided yet but im gonna get you back  i i hear the whispers in your eyes ill make you wanna think twice youll find that you were never not mine  im gonna get you back
